job_title,job_info,position,employer,city,province,skill,seniority,work_type,industry_type,min_salary,max_salary,avg_salary
Senior Business Intelligence Analysts,Research Analyst (Green Infrastructure),Analyst,Toronto And Region Conservation Authority (Trca),Concord,ON,"ArcGIS, SQL, R, Statistics, Office Suite",ANY,In-Person,Technology,76294.4,88420.8,82357.6
Senior Business Analysts,Policy Analyst,Analyst,Bayshore Healthcare,Mississauga,ON,"Python, SQL, Research, Office Suite, No SQL",ANY,In-Person,Healthcare,60000.0,74000.0,67000.0
Senior Business Analysts,Business Analyst - Ottawa,Business Analyst,Realdecoy,Ottawa,ON,"Power BI, CSS, Tableau, SQL, PHP",ANY,In-Person,Others,66000.0,84500.0,75250.0
Senior Business Analysts,Business Intelligence Analyst,BI Analyst,Glentel,Burnaby,BC,"Power BI, SQL, R, SQL, Python",ANY,In-Person,Others,60000.0,70000.0,65000.0
Financial and Operational Analysts,Pricing Analyst,Analyst,Pratts Food Service Alberta,Rocky View,AB,"Pricing, Power BI, SQL, Business intelligence, Sales",ANY,In-Person,Service,47000.0,65000.0,56000.0
Senior Supply Chain Data Analysts,Business Analyst - Software/Tech Company,Business Analyst,Monark,Surrey,BC,"Statistics, Business requirements, No SQL",ANY,In-Person,Others,70000.0,90000.0,80000.0
Financial and Operational Analysts,Freight Analyst,Analyst,Nature Fresh Farms Inc,Leamington,ON,"Statistics, Presentation skills, No SQL, Analytics",ANY,In-Person,Others,63000.0,80000.0,71500.0
Business Systems Analysts,Business Systems Analyst,System Analyst,Air Train Freight Systems Inc,Mississauga,ON,Python,ANY,In-Person,Transportation,59072.0,59072.0,59072.0
Senior Business Analysts,Senior Pricing Analyst,Analyst,Lifeworks,Toronto,ON,"Bilingual, Tableau, Google Suite, Pricing, Python",Senior,In-Person,Others,66000.0,84500.0,75250.0
Business Systems Analysts,It Business Systems Analyst,System Analyst,Champion Petfoods,Edmonton,AB,"Power BI, SQL, Waterfall, React, Salesforce",ANY,In-Person,Others,77000.0,96000.0,86500.0
Senior Business Intelligence Analysts,Technical Business Analyst - System Integration,System Analyst,Accuristix,Brampton,ON,"Jira, Data modeling, Azure, C#, Business analysis",ANY,In-Person,Others,71000.0,101000.0,86000.0
Senior Business Intelligence Analysts,It Business Process Analyst,Analyst,Ground Effects,Windsor,ON,"Data mining, XML, C#, ERP systems, Process improvement",ANY,In-Person,Others,53000.0,60000.0,56500.0
Senior Business Intelligence Analysts,It Business Process Analyst,Analyst,Ground Effects,Windsor,NS,"Data mining, XML, C#, ERP systems, Process improvement",ANY,In-Person,Others,53000.0,60000.0,56500.0
Senior Business Intelligence Analysts,It Business Process Analyst,Analyst,Ground Effects,Windsor,QC,"Data mining, XML, C#, ERP systems, Process improvement",ANY,In-Person,Others,53000.0,60000.0,56500.0
Database Analysts,Gis Analyst,Analyst,County Of Grande Prairie No. 1,Clairmont,AB,"ArcGIS, SQL, Python, GIS",ANY,In-Person,Government,94515.2,111196.8,102856.0
Senior Business Intelligence Analysts,Process Operations Analyst,Analyst,Cwb Financial Group,Vancouver,BC,"SQL, Statistics, Organizational skills, No SQL",ANY,In-Person,Finance,59000.0,60000.0,59500.0
Business Systems Analysts,Business Configuration Analyst,Analyst,Medavie Blue Cross,New Brunswick,NB,"Power BI, Statistics, SQL",ANY,In-Person,Healthcare,85816.8,91520.0,88668.4
Senior Business Intelligence Analysts,"Policy, Planning And Research Analyst",Analyst,Eastern Health Canada,Newfoundland and Labrador,NFL,"Research, Statistics, Content development",ANY,In-Person,Healthcare,68515.2,76440.0,72477.6
Senior Business Analysts,Senior Business Analyst,Business Analyst,Prophecy Technologies Corp,London,ON,"Python, Knowledge management, SQL, Visio, Project management",Senior,In-Person,Technology,62400.0,104000.0,83200.0
Business Systems Analysts,Business Systems Analyst,System Analyst,Tenaquip Limitee,Senneville,QC,"Bilingual, Tableau, Warehouse management system, Python, Tableau",ANY,In-Person,Technology,85816.8,91520.0,88668.4
Business Systems Analysts,"Analyst, Business Systems",System Analyst,Mhi Rj Aviation Ulc,Downsview,ON,"Python, Computer science, Power BI, SQL, Azure",ANY,In-Person,Transportation,60000.0,98000.0,79000.0
Financial and Operational Analysts,Analyst - Accounts Payable,Analyst,Kinross Gold Corporation,Toronto,ON,"No SQL, SQL, JD Edwards, Financial auditing, ERP systems",ANY,In-Person,Others,71000.0,125000.0,98000.0
Senior Business Analysts,Business Analyst Staff,Business Analyst,Norsat International Inc,Richmond,BC,"Python, No SQL, Power BI, SQL, Microsoft Outlook",ANY,In-Person,Others,38000.0,57200.0,47600.0
Senior Business Analysts,Business Analyst Staff,Business Analyst,Norsat International Inc,Richmond,QC,"Python, No SQL, Power BI, SQL, Microsoft Outlook",ANY,In-Person,Others,38000.0,57200.0,47600.0
Senior Business Analysts,Business Analyst Staff,Business Analyst,Norsat International Inc,Richmond,NB,"Python, No SQL, Power BI, SQL, Microsoft Outlook",ANY,In-Person,Others,38000.0,57200.0,47600.0
Systems and Data Analysts,Technical Platform Analyst – Data Visualization,Analyst,Canadian Tire Corporation,Toronto,ON,"Power BI, Data modeling, Azure, Business intelligence, Statistics",ANY,In-Person,Others,59000.0,67000.0,63000.0
Senior Data Analysts,Senior Data Analyst,Data Analyst,Canadian Tire Corporation,Oakville,ON,"Azure, Big data, Spark, Google Cloud Platform, Apache Hive",Senior,In-Person,Others,82000.0,89000.0,85500.0
Senior Supply Chain Data Analysts,"Sr. Analyst, Master Data",Analyst,Aecon Group,Toronto,ON,"Sourcing, Power BI, SQL, Visual Basic, SAP",Senior,In-Person,Others,59000.0,62000.0,60500.0
Senior Business Analysts,Operations Analyst,Analyst,Tim Hortons | Company #4020653,London,ON,"SQL, SAS",ANY,In-Person,Others,47000.0,60000.0,53500.0
Business and Marketing Analysts,Business Analyst,Business Analyst,Energy Safety Canada,Calgary,AB,"DevOps, Business analysis, Office Suite, Change management, Database design",ANY,In-Person,Energy,75000.0,95000.0,85000.0
Business and Technical Analysts,Data Analyst (Dad/Nacrs Coder) - Decision Support - Temporary Full-Time 2024-7887,Data Analyst,Sunnybrook Health Sciences Centre,Toronto,ON,"Windows, Typing, No SQL",ANY,In-Person,Healthcare,70000.0,70000.0,70000.0
Senior Business Intelligence Analysts,Operations Analyst (Business Operations),Analyst,Western University,London,ON,"Python, SQL, Statistics, Process improvement, Office Suite",ANY,In-Person,Technology,68000.0,88300.0,78150.0
Database Analysts,Marketing Database Analyst,Analyst,Caa Club Group,Thornhill,ON,"Power BI, SAS, Tableau, Databases, SQL",ANY,In-Person,Others,60000.0,70000.0,65000.0
Senior Data Analysts,"Senior Data Analyst, Data Analysis Chapter",Data Analyst,Edc,Ottawa,ON,"Bilingual, Tableau, Power BI, Data modeling, Azure",Senior,In-Person,Others,37440.0,57200.0,47320.0
Senior Data Analysts,Erp Data Analyst,Data Analyst,Velixo,Montreal,QC,"Computer science, Sage, SQL, Enterprise software, ERP systems",ANY,In-Person,Others,55000.0,86000.0,70500.0
Business and Technical Analysts,Calgary Based Data Analyst I-Iii - Mfl/Geo Pipeline In-Line Inspection & Data Imu Analyst,Data Analyst,Entegra Llp,Leduc,AB,"SQL, Office Suite",ANY,In-Person,Others,62000.0,67000.0,64500.0
Business and Marketing Analysts,Business Analyst,Business Analyst,Bayshore Healthcare,Mississauga,ON,"Jira, Power BI, Visio, Office Suite, Software development",ANY,In-Person,Healthcare,65000.0,87000.0,76000.0
Systems and Data Analysts,Data Analyst (Product Engineering),Data Engineer,Can-Tech Services,Ontario,ON,"Data structures, Databases, Change management, Computer networking, Contracts",ANY,In-Person,Technology,93600.0,93600.0,93600.0
Senior Business Intelligence Analysts,Capital & Maintenance Program Analyst,Analyst,Toronto Hydro,Toronto,ON,"No SQL, Program management, SQL, Microsoft Access, SAP",ANY,In-Person,Others,83000.0,92000.0,87500.0
Senior Business Analysts,Senior Data Engineer & Analyst,Data Engineer,Life House Group,Montreal,QC,"Math, Software development, Data warehouse",Senior,In-Person,Others,90000.0,150000.0,120000.0
Business and Marketing Analysts,Business Analyst,Business Analyst,Macdon Industries Ltd.,Winnipeg,MB,"Python, No SQL, SQL, ERP systems, Visio",ANY,In-Person,Others,53000.0,61000.0,57000.0
Senior Supply Chain Data Analysts,Business Analyst With Bi,Business Analyst,C.G.I.,Montreal,QC,"Bilingual, Tableau, Power BI, SQL, Azure",ANY,In-Person,Others,75000.0,75000.0,75000.0
Database Analysts,Statistical Programmer Analyst,Programmer,Scian Services,Toronto,ON,"Statistics, SAS, No SQL",ANY,In-Person,Service,65000.0,122000.0,93500.0
Financial and Operational Analysts,Inventory Analyst,Analyst,Labatt Breweries Canada,Mississauga,ON,"SAP, Process improvement, Office Suite, Computer skills",ANY,In-Person,Others,50000.0,76458.0,63229.0
Senior Business Intelligence Analysts,Capital Surveillance Analyst - Investor Relations,Analyst,S&P Global,Toronto,ON,"Python, No SQL, SQL, Python, Data analytics",ANY,In-Person,Others,56000.0,74000.0,65000.0
Senior Business Intelligence Analysts,"Analyst, Data Management Operations - 12 Month Contract",Analyst,Ontario Teachers' Pension Plan,Toronto,ON,"Python, Investment, Computer science, Power BI, SQL",ANY,In-Person,Others,87000.0,120000.0,103500.0
Senior Supply Chain Data Analysts,Supply Chain Replenishment Analyst,Analyst,Specialty Health Network Inc.,Mississauga,ON,"Python, No SQL, SQL, Microsoft Outlook, ERP systems",ANY,In-Person,Healthcare,59000.0,65000.0,62000.0
Financial and Operational Analysts,Procurement Analyst,Analyst,Dens 'N Dente Healthcare,Richmond Hill,ON,"Python, No SQL, SQL, Procurement, Supply chain",ANY,In-Person,Healthcare,40000.0,57200.0,48600.0
Business and Technical Analysts,Power Bi Report Developer 7692-3015,Developer,Foilcon,Toronto,ON,"Power BI, Relational databases, UX, Business requirements, No SQL",ANY,In-Person,Technology,58000.0,100000.0,79000.0
Financial and Operational Analysts,Product Analyst,Analyst,Rekuten Global,Toronto,ON,"Tableau, SQL, Data analytics",ANY,In-Person,Others,70000.0,118000.0,94000.0
Business Systems Analysts,Technology Risk Analyst,Risk Analyst,Bmo Financial Group,Toronto,ON,Computer science,ANY,In-Person,Finance,75000.0,139000.0,107000.0
Business and Marketing Analysts,Business Analyst,Business Analyst,Cloudtrend Inc.,Edmonton,AB,"Enterprise software, Performance testing, Change management, Project management, System testing",ANY,In-Person,Others,64000.0,101000.0,82500.0
Business and Marketing Analysts,Business Analyst,Business Analyst,Wellington Catholic District School Board,Guelph,ON,"SQL, Business intelligence, Process improvement, Administrative experience, Computer skills",ANY,In-Person,Education,65000.0,82000.0,73500.0
Business and Technical Analysts,Emr Analyst,Analyst,Medicentres Canada Inc.,Newmarket,ON,"Statistics, Project management, Presentation skills, EMR systems, No SQL",ANY,In-Person,Healthcare,55000.0,76000.0,65500.0
Senior Business Analysts,Performance Media Analyst,Analyst,Dentsu Media,Toronto,ON,"Python, SQL, Facebook Advertising, Math, Presentation skills",ANY,In-Person,Healthcare,55000.0,74000.0,64500.0
Senior Business Intelligence Analysts,Medical Information Analyst (Health Information Management Professional) (12 Month Term),Analyst,Canadian Medical Protective Association,Ottawa,ON,"Python, Tableau, SQL, Microsoft Outlook, Medical office experience",ANY,In-Person,Healthcare,68000.0,91000.0,79500.0
Business and Marketing Analysts,Business Analyst,Business Analyst,Coniah Consulting Inc.,Regina,SK,"Azure, DevOps, Statistics, User acceptance testing, Business requirements",ANY,In-Person,Consulting,137280.0,156000.0,146640.0
Systems and Data Analysts,Senior Hr Research Analyst - (Specialization In Hr Technology And/Or Data & Analytics),Analyst,Mclean & Co,Toronto,ON,"Python, SQL, Statistics, Statistics, Presentation skills",Senior,In-Person,Others,50000.0,70000.0,60000.0
Business and Technical Analysts,Analyste Spãƒæ’Ã‚Â©Cialisãƒæ’Ã‚Â© En Informatique/ Specialized Data Analyst 1000-846,Data Analyst,Ungava Tulattavik Health Center,Quebec,QC,"Bilingual, Tableau, Python, Chef",ANY,In-Person,Healthcare,137280.0,180000.0,158640.0
Senior Business Analysts,Senior It Business Analyst - Vancouver,Business Analyst,Lantic Inc.,Vancouver,BC,"Bilingual, Tableau, Computer science, Power BI, ERP systems",Senior,In-Person,Others,87000.0,87000.0,87000.0
Financial and Operational Analysts,Pricing Analyst,Analyst,Autotrader.Ca,Midtown Toronto,ON,"Pricing, Business intelligence, Sales, .NET, Statistical analysis",ANY,In-Person,Others,77000.0,101000.0,89000.0
Senior Data Analysts,Data Warehouse Analyst,Analyst,Viana Inc.,Woodbridge,ON,"XML, Visual Basic, Objective-C, Python, Windows",ANY,In-Person,Others,90355.2,90355.2,90355.2
Senior Supply Chain Data Analysts,Sr. Business Analyst,Business Analyst,Firstontario Credit Union,Hamilton,ON,SQL,Senior,In-Person,Technology,64000.0,64000.0,64000.0
Financial and Operational Analysts,Business Analyst Ll,Business Analyst,Portage Mutual Insurance,Portage La Prairie,MB,"Jira, Business analysis, SQL, Statistics, Agile",ANY,In-Person,Insurance,55000.0,69000.0,62000.0
Systems and Data Analysts,Data & System Analyst Gts,System Analyst,Brp,Sherbrooke,QC,"Bilingual, Tableau, Power BI, Python, Statistics",ANY,In-Person,Others,80000.0,118000.0,99000.0
Senior Business Analysts,Technical Business Analyst Hana,Business Analyst,Seven Hills Technology Inc,Toronto,ON,"Program management, Azure, SAP HANA, Kanban, SAP",ANY,In-Person,Technology,104000.0,114400.0,109200.0
Business Systems Analysts,Business Systems Analyst,System Analyst,Cibc,Toronto,ON,"Tableau, Office Suite, Agile, Business requirements, Requirements gathering",ANY,In-Person,Others,56000.0,85000.0,70500.0
Business and Technical Analysts,Data Analytics Senior Analyst - C12 - Mississauga,Analyst,Citi,Mississauga,ON,"Oracle, SAS, SQL, SQL, Statistics",Senior,In-Person,Technology,71000.0,83000.0,77000.0
Senior Business Analysts,Business Analyst (Contract),Business Analyst,Intelliware,Toronto,ON,"Business analysis, Presentation skills, Agile, Business requirements",ANY,In-Person,Others,70000.0,100000.0,85000.0
Business Systems Analysts,"Analyst (Market Research, Social Research)",Analyst,Advanis,Canada,Undef,"Statistical software, SAS, R, Statistics, Tableau",ANY,In-Person,Others,85816.8,91520.0,88668.4
Database Analysts,Database Analyst,Analyst,Chava Global Software Solutions Ltd.,Markham,ON,Python,ANY,In-Person,Technology,89440.0,89440.0,89440.0
Database Analysts,Database Analyst,Analyst,Avari Wireless Corporation,Burnaby,BC,Python,ANY,In-Person,Telecommunications,77334.4,83200.0,80267.2
Business Systems Analysts,"Business Analyst, Commercial Services (Commercial Banking Analyst)",Business Analyst,Firstontario Credit Union,St. Catharines,ON,Undef,ANY,In-Person,Technology,64000.0,64000.0,64000.0
Database Analysts,Database Analyst,Analyst,Ag It Consulting,Concord,ON,"Python, Databases, Computer skills",ANY,In-Person,Technology,91520.0,91520.0,91520.0
Business and Marketing Analysts,Business Analyst,Business Analyst,Infosys,Markham,ON,"Jira, Power BI, SQL, Sales, Tableau",ANY,In-Person,Others,83000.0,100000.0,91500.0
Business Systems Analysts,Business Systems Analyst,System Analyst,Gold Valley Daycare & Osc,Leduc,AB,Python,ANY,In-Person,Automotive,98009.6,98009.6,98009.6
Senior Data Analysts,Statistical Analyst,Analyst,Applied Consumer & Clinical Evaluations Inc.,Mississauga,ON,"Python, Research",ANY,In-Person,Healthcare,107120.0,107120.0,107120.0
Financial and Operational Analysts,Servicing Analyst,Analyst,Bmo Financial Group,Toronto,ON,"Filing, Statistics, No SQL",ANY,In-Person,Finance,38000.0,70000.0,54000.0
Systems and Data Analysts,Data Analyst - Informatics And Systems,System Analyst,Issi-Tec Manufacturing Inc.,North Vancouver,BC,"MATLAB, SQL, ADP, Laboratory experience, Visio",ANY,In-Person,Manufacturing,80000.0,90000.0,85000.0
Senior Data Analysts,Senior Data Analyst,Data Analyst,V-Tech Solutions,Montreal,QC,"Tableau, Power BI, Data modeling, Azure, Relational databases",Senior,In-Person,Technology,137280.0,180000.0,158640.0
Database Analysts,Database Analyst,Analyst,Infitious Technologies,Hamilton,ON,"Python, No SQL",ANY,In-Person,Technology,80080.0,80080.0,80080.0
Database Analysts,Database Analyst,Analyst,Mycanadapayday.Com,Dartmouth,NS,"Python, Databases, SQL, Computer skills, Python",ANY,In-Person,Others,76960.0,76960.0,76960.0
Database Analysts,Database Analyst,Analyst,Technology Solutions,Mississauga,ON,Python,ANY,In-Person,Technology,89440.0,89440.0,89440.0
Senior Business Analysts,Policy Analyst,Analyst,Government Of Alberta,Edmonton,AB,"Research, No SQL, Strategic planning, Time management",ANY,In-Person,Government,69000.0,90000.0,79500.0
Senior Business Analysts,Senior Technical Business Analyst,Business Analyst,Canadian Cancer Society,Victoria,BC,"No SQL, SQL, Microsoft Outlook, Salesforce, Visio",Senior,In-Person,Healthcare,66000.0,66000.0,66000.0
Senior Business Analysts,Senior Technical Business Analyst,Business Analyst,Canadian Cancer Society,Victoria,NL,"No SQL, SQL, Microsoft Outlook, Salesforce, Visio",Senior,In-Person,Healthcare,66000.0,66000.0,66000.0
Senior Business Analysts,Senior Technical Business Analyst,Business Analyst,Canadian Cancer Society,Victoria,MB,"No SQL, SQL, Microsoft Outlook, Salesforce, Visio",Senior,In-Person,Healthcare,66000.0,66000.0,66000.0
Senior Supply Chain Data Analysts,S - Senior It Business Analyst (Vancouver),Business Analyst,Lantic Inc.,Vancouver,BC,"Bilingual, Tableau, Computer science, Power BI, ERP systems",Senior,In-Person,Others,87000.0,93000.0,90000.0
Financial and Operational Analysts,Accounts Receivable Analyst,Analyst,Niche Bakers Corp,Etobicoke,ON,"No SQL, Accounts receivable, SQL, Microsoft Outlook, Financial auditing",ANY,In-Person,Others,46000.0,67000.0,56500.0
Systems and Data Analysts,Information Technology (It) Data Analyst,Data Analyst,Ag Marketing & Development Group Inc,Mississauga,ON,"Python, No SQL",ANY,In-Person,Construction,89440.0,89440.0,89440.0
Systems and Data Analysts,Technical Support Analyst – It / Database Management,Analyst,Seequent,Toronto,ON,"Customer service, Database management, Computer networking",ANY,In-Person,Others,48000.0,64000.0,56000.0
Senior Supply Chain Data Analysts,It Business Analyst - Regular Full-Time,Business Analyst,District Of Squamish,Squamish,BC,"ERP systems, System design, Databases, Business development, Driving",ANY,In-Person,Others,87734.4,87734.4,87734.4
Systems and Data Analysts,Senior Digital & Ecommerce Data Analyst,Statistician,G Adventures,Toronto,ON,"Business intelligence, Relational databases, Salesforce, SQL, Digital marketing",Senior,In-Person,Others,62000.0,90000.0,76000.0
Senior Business Analysts,Business Analyst 7735-0214,Business Analyst,Foilcon,Toronto,ON,"Power BI, Waterfall, Customer service, DevOps, ERP systems",ANY,In-Person,Technology,60000.0,100000.0,80000.0
Senior Supply Chain Data Analysts,Senior Quantitative Equity Analyst – Alternative Data,Quantitative Analyst,"Connor, Clark & Lunn Financial Group",Vancouver,BC,"Investment, SQL",Senior,In-Person,Finance,90000.0,180000.0,135000.0
Senior Data Analysts,Statistical Analyst,Analyst,Itk,Ottawa,ON,"Tableau, Statistical software, Computer operation, SAS, Word processing",ANY,In-Person,Technology,45000.0,81000.0,63000.0
Senior Supply Chain Data Analysts,Data Analyst Erp Project (3 Years Contract),Data Analyst,Sobeys,Stellarton,NS,"SAP, Merchandising, ERP systems, Process improvement, Continuous improvement",ANY,In-Person,Others,84000.0,90000.0,87000.0
Business Systems Analysts,Facility Asset Management Data Analyst,Data Analyst,City Of Edmonton,Edmonton,AB,"Computer operation, SQL, SAP, Presentation skills",ANY,In-Person,Technology,85633.6,106995.2,96314.4
Financial and Operational Analysts,Insurance Claims Analyst,Analyst,Bgis,Markham,ON,"Tableau, Power BI, SQL, Microsoft Access, Relational databases",ANY,In-Person,Others,56000.0,97000.0,76500.0
Financial and Operational Analysts,Allocations Analyst,Analyst,Arc'Teryx,North Vancouver,BC,"SQL, Statistics, No SQL",ANY,In-Person,Others,69000.0,86000.0,77500.0
Senior Supply Chain Data Analysts,"Business And Quality Assurance Analyst, Scotiabank",Analyst,Scotiabank,Toronto,ON,"Agile, Business requirements, No SQL",ANY,In-Person,Finance,62000.0,84000.0,73000.0
Business Systems Analysts,Senior Business Systems Analyst (Data),System Analyst,Project X,Toronto,ON,"Power BI, Azure, Oracle, Business intelligence, Waterfall",Senior,In-Person,Others,81000.0,100000.0,90500.0
Senior Supply Chain Data Analysts,"Senior Analyst, Franchise Acceptance Performance",Analyst,Mastercard,Toronto,ON,"Python, No SQL, Power BI, SQL, Microsoft Access",Senior,In-Person,Automotive,70000.0,80000.0,75000.0
Senior Supply Chain Data Analysts,Market Research Analyst - Englewood 1/22/13,Analyst,Karcher North America,Mississauga,ON,"SQL, SAP, Writing skills, Research, Presentation skills",ANY,In-Person,Others,109000.0,123000.0,116000.0
Senior Business Intelligence Analysts,Business Analyst - Core Operations,Business Analyst,Bc Centre For Excellence In Hiv/Aids,Vancouver,BC,"Waterfall, Writing skills, Business analysis, Databases, SQL",ANY,In-Person,Others,68000.0,93000.0,80500.0
Systems and Data Analysts,Product Support Analyst - Database And Etl,Analyst,Copperleaf Technologies Inc.,Vancouver,BC,"Oracle, Enterprise software, Databases, SQL, AWS",ANY,In-Person,Technology,85000.0,110000.0,97500.0
Business and Technical Analysts,Power Bi Developer,Developer,Dawn Infotek Inc.,Toronto,ON,"Power BI, Data modeling, SQL, Business analysis, Statistics",ANY,In-Person,Others,135200.0,156000.0,145600.0
Senior Business Intelligence Analysts,Claims Compliance Analyst -,Analyst,Allstate,Canada,Undef,"Python, SQL, Financial auditing, Office Suite, Tableau",ANY,In-Person,Government,68000.0,88300.0,78150.0
Senior Data Analysts,Data Warehouse Analyst,Analyst,1St Call Industrial Ltd.,Mississauga,ON,"XML, Visual Basic, Objective-C, Python, Windows",ANY,In-Person,Manufacturing,90355.2,90355.2,90355.2
Senior Business Intelligence Analysts,Social Media Analyst,Analyst,Breezemaxweb,Toronto,ON,No SQL,ANY,In-Person,Others,37440.0,57200.0,47320.0
Business Systems Analysts,Business Systems Analyst,System Analyst,Rubinza Inc.,Richmond Hill,ON,"Python, Computer networking, Computer skills",ANY,In-Person,Others,90064.0,90064.0,90064.0
Senior Business Analysts,Senior Business Analyst - Healthcare,Business Analyst,Mariner Innovations,Remote,Undef,"ERP systems, No SQL",Senior,Remote,Others,66000.0,84500.0,75250.0
Senior Business Analysts,Program Analyst,Analyst,Emterra Group,Oakville,ON,"Vendor management, Logistics, Project management, Project management software, No SQL",ANY,In-Person,Others,65000.0,65000.0,65000.0
Senior Supply Chain Data Analysts,"Senior Business Analyst, Scheduling (10-Month Contract)",Business Analyst,The Salvation Army Canada And Bermuda,Toronto,ON,"Azure, Project management, Unit testing, Business requirements, No SQL",Senior,In-Person,Others,113000.0,113000.0,113000.0
Senior Business Intelligence Analysts,Maintenance Operations Analyst,Analyst,Jazz Aviation Lp,Halifax,NS,"Python, No SQL, Power BI, Data modeling, SQL",ANY,In-Person,Transportation,49000.0,64000.0,56500.0
Senior Supply Chain Data Analysts,"Performance Analyst, Contact Centre",Analyst,Enercare,Markham,ON,"Business intelligence, Sales, Customer service, R, Financial reporting",ANY,In-Person,Automotive,61000.0,91000.0,76000.0
Database Analysts,Geospatial Analyst,Analyst,Government Of Alberta,Edmonton,AB,"ArcGIS, R, Statistics, Python, GIS",ANY,In-Person,Government,30240.56,57200.0,43720.28
Senior Business Analysts,Senior Technical Analyst,Analyst,Jeevan Technologies,Toronto,ON,"SFTP, SQL, Azure, Visual Basic, Kanban",Senior,In-Person,Technology,135200.0,145600.0,140400.0
Business and Marketing Analysts,Project Analyst,Analyst,Town Of Okotoks,Okotoks,AB,"Azure, Filing, Office Suite, Supervising experience, Project management",ANY,In-Person,Others,70000.0,94000.0,82000.0
Senior Business Analysts,Logistics Analyst,Logistic Analyst,Labatt Breweries Canada,Moncton,NB,"Power BI, SQL, SAP, Supply chain, Logistics",ANY,In-Person,Others,63000.0,63000.0,63000.0
Senior Business Analysts,Senior Business Analyst,Business Analyst,"Taro Pharmaceuticals Inc, Canada",Brampton,ON,"Python, SQL, Microsoft Access, Microsoft Outlook, Statistics",Senior,In-Person,Healthcare,84000.0,104000.0,94000.0
Financial and Operational Analysts,Reporting Analyst,Analyst,G2S2 Capital Inc,Halifax,NS,"SQL, Office Suite",ANY,In-Person,Technology,47000.0,65000.0,56000.0
Business and Marketing Analysts,Research Analyst,Analyst,University Of Toronto,Toronto,ON,"Python, No SQL, SAS, R, Research",ANY,In-Person,Technology,50000.0,57200.0,53600.0
Financial and Operational Analysts,"Analyst, Low-Rise Asset Management",Analyst,Greybrook,Toronto,ON,"SQL, Office Suite, Statistics, No SQL, Information management",ANY,In-Person,Others,70000.0,124000.0,97000.0
Business and Marketing Analysts,Business Insights Analyst,Analyst,Acosta,Toronto,ON,"Python, SQL, Nielsen, Business analysis, Office Suite",ANY,In-Person,Others,44000.0,57200.0,50600.0
Senior Business Analysts,Research Analyst 1,Analyst,City Of Toronto,Toronto,ON,"Python, SQL, Microsoft Access, Procurement, Visio",ANY,In-Person,Technology,90646.4,99320.0,94983.2
Business and Technical Analysts,Admn O 24R - Policy Analyst,Analyst,Bc Public Service,Abbotsford,BC,"Research, Project management, Analytics",ANY,In-Person,Service,76000.0,87000.0,81500.0
Business and Technical Analysts,Data Analyst Supervisor - Mfl/Geo Pipeline In-Line Inspection,Data Analyst,Entegra Llp,Vaughan,ON,Statistics,ANY,In-Person,Others,60000.0,65000.0,62500.0
Senior Business Intelligence Analysts,"Capacity Planning Analyst, Workforce Management",Analyst,Sun Life,Waterloo,ON,"Pegasystems, Data modeling, Tableau, Databases, SQL",ANY,In-Person,Others,54000.0,88000.0,71000.0
Senior Business Intelligence Analysts,"Capacity Planning Analyst, Workforce Management",Analyst,Sun Life,Waterloo,QC,"Pegasystems, Data modeling, Tableau, Databases, SQL",ANY,In-Person,Others,54000.0,88000.0,71000.0
Senior Supply Chain Data Analysts,Parts Inventory Analyst,Analyst,Tcat Div Of Toromont Industries Ltd,Concord,ON,"Power BI, SQL, Inventory control, Sales, Python",ANY,In-Person,Others,58000.0,64000.0,61000.0
Business and Technical Analysts,"Business Analyst, Servicenow, Scotiabank",Business Analyst,Scotiabank,Toronto,ON,"Waterfall, Project management, Presentation skills, ServiceNow, Agile",ANY,In-Person,Finance,75000.0,100000.0,87500.0
Systems and Data Analysts,Data & Analytics - Senior Data Visualization Engineer,Data Engineer,Aritzia,Vaughan,ON,"Power BI, Tableau, Cloud development, UX, Data visualization",Senior,In-Person,Technology,75000.0,150000.0,112500.0
Senior Supply Chain Data Analysts,Deal Desk And Channel Analyst,Analyst,Absolute Software,Remote,Undef,"SQL, Sales, Statistics, NetSuite, Computer networking",ANY,Remote,Technology,60000.0,65000.0,62500.0
Business and Marketing Analysts,Asset Investment Analyst,Analyst,Toronto Hydro,Toronto,ON,"Microsoft Access, Relational databases, R, Alteryx, Visio",ANY,In-Person,Others,60000.0,100000.0,80000.0
Business and Marketing Analysts,Commercial Analyst,Analyst,Ebury,Toronto,ON,"CRM software, Tableau, SQL, Sales, Python",ANY,In-Person,Others,60000.0,95000.0,77500.0
Systems and Data Analysts,Research Data Coordinator And Analyst,Coordinator,University Of Alberta,Edmonton,AB,"Tableau, Statistical software, R, Statistics, Research",ANY,In-Person,Technology,60000.0,82000.0,71000.0
Business and Marketing Analysts,Business Analyst,Business Analyst,Emergitel,Montreal,QC,"Bilingual, Tableau, Business analysis, Process improvement, Python",ANY,In-Person,Technology,137280.0,137280.0,137280.0
Business Systems Analysts,Energy Systems Operation Analyst,System Analyst,Renteknik Group Inc.,Burlington,ON,"No SQL, AutoCAD, SQL, Microsoft Access, Microsoft Outlook",ANY,In-Person,Others,67000.0,67000.0,67000.0
Business and Marketing Analysts,Business Analyst,Business Analyst,Landsolutions Inc,Toronto,ON,"Power BI, Oracle, Business analysis, Statistics, Telecommunication",ANY,In-Person,Consulting,60000.0,98000.0,79000.0
